x,y,theta
-4.75497,-4.75497,0.0
-4.75497,-4.69968,0.0
-4.75497,-4.64439,0.0
-4.75497,-4.5891,0.0
-4.75497,-4.53381,0.0
-4.75497,-4.47852,0.0
-4.75497,-4.42323,0.0
-4.75497,-4.36794,0.0
-4.75497,-4.31265,0.0
-4.75497,-4.25736,0.0
-4.75497,-4.20207,0.0
-4.75497,-4.14677,0.0
-4.75497,-4.09148,0.0
-4.75497,-4.03619,0.0
-4.75497,-3.9809,0.0
-4.75497,-3.92561,0.0
-4.75497,-3.87032,0.0
-4.75497,-3.81503,0.0
-4.75497,-3.75974,0.0
-4.75497,-3.70445,0.0
-4.75497,-3.64916,0.0
-4.75497,-3.59387,0.0
-4.75497,-3.53858,0.0
-4.75497,-3.48329,0.0
-4.75497,-3.428,0.0
-4.75497,-3.37271,0.0
-4.75497,-3.31742,0.0
-4.75497,-3.26213,0.0
-4.75497,-3.20684,0.0
-4.75497,-3.15155,0.0
-4.75497,-3.09626,0.0
-4.75497,-3.04097,0.0
-4.75497,-2.98568,0.0
-4.75497,-2.93039,0.0
-4.75497,-2.8751,0.0
-4.75497,-2.81981,0.0
-4.75497,-2.76452,0.0
-4.75497,-2.70923,0.0
-4.75497,-2.65394,0.0
-4.75497,-2.59865,0.0
-4.75497,-2.54336,0.0
-4.75497,-2.48806,0.0
-4.75497,-2.43277,0.0
-4.75497,-2.37748,0.0
-4.75497,-2.32219,0.0
-4.75497,-2.2669,0.0
-4.75497,-2.21161,0.0
-4.75497,-2.15632,0.0
-4.75497,-2.10103,0.0
-4.75497,-2.04574,0.0
-4.75497,-1.99045,0.0
-4.75497,-1.93516,0.0
-4.75497,-1.87987,0.0
-4.75497,-1.82458,0.0
-4.75497,-1.76929,0.0
-4.75497,-1.714,0.0
-4.75497,-1.65871,0.0
-4.75497,-1.60342,0.0
-4.75497,-1.54813,0.0
-4.75497,-1.49284,0.0
-4.75497,-1.43755,0.0
-4.75497,-1.38226,0.0
-4.75497,-1.32697,0.0
-4.75497,-1.27168,0.0
-4.75497,-1.21639,0.0
-4.75497,-1.1611,0.0
-4.75497,-1.10581,0.0
-4.75497,-1.05052,0.0
-4.75497,-0.99523,0.0
-4.75497,-0.93994,0.0
-4.75497,-0.88465,0.0
-4.75497,-0.82935,0.0
-4.75497,-0.77406,0.0
-4.75497,-0.71877,0.0
-4.75497,-0.66348,0.0
-4.75497,-0.60819,0.0
-4.75497,-0.5529,0.0
-4.75497,-0.49761,0.0
-4.75497,-0.44232,0.0
-4.75497,-0.38703,0.0
-4.75497,-0.33174,0.0
-4.75497,-0.27645,0.0
-4.75497,-0.22116,0.0
-4.75497,-0.16587,0.0
-4.75497,-0.11058,0.0
-4.75497,-0.05529,0.0
-4.75497,0,0.0
-4.75497,0.05529,0.0
-4.75497,0.11058,0.0
-4.75497,0.16587,0.0
-4.75497,0.22116,0.0
-4.75497,0.27645,0.0
-4.75497,0.33174,0.0
