x,y,theta
-1.78237,-0.23887,0.0
-1.78237,-0.2205,0.0
-1.78237,-0.20212,0.0
-1.78237,-0.18375,0.0
-1.78237,-0.16537,0.0
-1.78237,-0.147,0.0
-1.78237,-0.12862,0.0
-1.78237,-0.11025,0.0
-1.78237,-0.09187,0.0
-1.78237,-0.0735,0.0
-1.78237,-0.05512,0.0
-1.78237,-0.03675,0.0
-1.78237,-0.01837,0.0
-1.78237,0,0.0
-1.78237,0.01837,0.0
-1.78237,0.03675,0.0
-1.78237,0.05512,0.0
-1.78237,0.0735,0.0
-1.78237,0.09187,0.0
-1.78237,0.11025,0.0
-1.78237,0.12862,0.0
-1.78237,0.147,0.0
-1.78237,0.16537,0.0
-1.78237,0.18375,0.0
-1.78237,0.20212,0.0
-1.78237,0.2205,0.0
-1.78237,0.23887,0.0
-1.76399,-0.34912,0.0
-1.76399,-0.33075,0.0
-1.76399,-0.31237,0.0
-1.76399,-0.294,0.0
-1.76399,-0.27562,0.0
-1.76399,-0.25725,0.0
-1.76399,-0.23887,0.0
-1.76399,-0.2205,0.0
-1.76399,-0.20212,0.0
-1.76399,-0.18375,0.0
-1.76399,-0.16537,0.0
-1.76399,-0.147,0.0
-1.76399,-0.12862,0.0
-1.76399,-0.11025,0.0
-1.76399,-0.09187,0.0
-1.76399,-0.0735,0.0
-1.76399,-0.05512,0.0
-1.76399,-0.03675,0.0
-1.76399,-0.01837,0.0
-1.76399,0,0.0
-1.76399,0.01837,0.0
-1.76399,0.03675,0.0
-1.76399,0.05512,0.0
-1.76399,0.0735,0.0
-1.76399,0.09187,0.0
-1.76399,0.11025,0.0
-1.76399,0.12862,0.0
-1.76399,0.147,0.0
-1.76399,0.16537,0.0
-1.76399,0.18375,0.0
-1.76399,0.20212,0.0
-1.76399,0.2205,0.0
-1.76399,0.23887,0.0
-1.76399,0.25725,0.0
-1.76399,0.27562,0.0
-1.76399,0.294,0.0
-1.76399,0.31237,0.0
-1.76399,0.33075,0.0
-1.76399,0.34912,0.0
-1.74562,-0.42262,0.0
-1.74562,-0.40425,0.0
-1.74562,-0.38587,0.0
-1.74562,-0.3675,0.0
-1.74562,-0.34912,0.0
-1.74562,-0.33075,0.0
-1.74562,-0.31237,0.0
-1.74562,-0.294,0.0
-1.74562,-0.27562,0.0
-1.74562,-0.25725,0.0
-1.74562,-0.23887,0.0
-1.74562,-0.2205,0.0
-1.74562,-0.20212,0.0
-1.74562,-0.18375,0.0
-1.74562,-0.16537,0.0
-1.74562,-0.147,0.0
-1.74562,-0.12862,0.0
-1.74562,-0.11025,0.0
-1.74562,-0.09187,0.0
-1.74562,-0.0735,0.0
-1.74562,-0.05512,0.0
-1.74562,-0.03675,0.0
-1.74562,-0.01837,0.0
-1.74562,0,0.0
-1.74562,0.01837,0.0
-1.74562,0.03675,0.0
-1.74562,0.05512,0.0
-1.74562,0.0735,0.0
-1.74562,0.09187,0.0
-1.74562,0.11025,0.0
-1.74562,0.12862,0.0
-1.74562,0.147,0.0
-1.74562,0.16537,0.0
-1.74562,0.18375,0.0
-1.74562,0.20212,0.0
-1.74562,0.2205,0.0
-1.74562,0.23887,0.0
-1.74562,0.25725,0.0
-1.74562,0.27562,0.0
-1.74562,0.294,0.0
-1.74562,0.31237,0.0
-1.74562,0.33075,0.0
-1.74562,0.34912,0.0
-1.74562,0.3675,0.0
-1.74562,0.38587,0.0
-1.74562,0.40425,0.0
-1.74562,0.42262,0.0
-1.72724,-0.49612,0.0
-1.72724,-0.47775,0.0
-1.72724,-0.45937,0.0
-1.72724,-0.441,0.0
-1.72724,-0.42262,0.0
-1.72724,-0.40425,0.0
-1.72724,-0.38587,0.0
-1.72724,-0.3675,0.0
-1.72724,-0.34912,0.0
-1.72724,-0.33075,0.0
-1.72724,-0.31237,0.0
-1.72724,-0.294,0.0
-1.72724,-0.27562,0.0
-1.72724,-0.25725,0.0
-1.72724,-0.23887,0.0
-1.72724,-0.2205,0.0
-1.72724,-0.20212,0.0
-1.72724,-0.18375,0.0
-1.72724,-0.16537,0.0
-1.72724,-0.147,0.0
-1.72724,-0.12862,0.0
-1.72724,-0.11025,0.0
-1.72724,-0.09187,0.0
-1.72724,-0.0735,0.0
-1.72724,-0.05512,0.0
-1.72724,-0.03675,0.0
-1.72724,-0.01837,0.0
-1.72724,0,0.0
-1.72724,0.01837,0.0
-1.72724,0.03675,0.0
-1.72724,0.05512,0.0
-1.72724,0.0735,0.0
-1.72724,0.09187,0.0
-1.72724,0.11025,0.0
-1.72724,0.12862,0.0
-1.72724,0.147,0.0
-1.72724,0.16537,0.0
-1.72724,0.18375,0.0
-1.72724,0.20212,0.0
-1.72724,0.2205,0.0
-1.72724,0.23887,0.0
-1.72724,0.25725,0.0
-1.72724,0.27562,0.0
-1.72724,0.294,0.0
-1.72724,0.31237,0.0
-1.72724,0.33075,0.0
-1.72724,0.34912,0.0
-1.72724,0.3675,0.0
-1.72724,0.38587,0.0
-1.72724,0.40425,0.0
-1.72724,0.42262,0.0
-1.72724,0.441,0.0
-1.72724,0.45937,0.0
-1.72724,0.47775,0.0
-1.72724,0.49612,0.0
-1.70887,-0.55125,0.0
-1.70887,-0.53287,0.0
-1.70887,-0.5145,0.0
-1.70887,-0.49612,0.0
-1.70887,-0.47775,0.0
-1.70887,-0.45937,0.0
-1.70887,-0.441,0.0
-1.70887,-0.42262,0.0
-1.70887,-0.40425,0.0
-1.70887,-0.38587,0.0
-1.70887,-0.3675,0.0
-1.70887,-0.34912,0.0
-1.70887,-0.33075,0.0
-1.70887,-0.31237,0.0
