x,y,theta
-3.13292,0.2695,0.0
-3.13292,0.30319,0.0
-3.13292,0.33687,0.0
-3.13292,0.37056,0.0
-3.13292,0.40425,0.0
-3.13292,0.43794,0.0
-3.13292,0.47162,0.0
-3.13292,0.50531,0.0
-3.13292,0.539,0.0
-3.13292,0.57268,0.0
-3.13292,0.60637,0.0
-3.13292,0.64006,0.0
-3.13292,0.67375,0.0
-3.13292,0.70743,0.0
-3.13292,0.74112,0.0
-3.13292,0.77481,0.0
-3.13292,0.8085,0.0
-3.13292,0.84218,0.0
-3.13292,0.87587,0.0
-3.13292,0.90956,0.0
-3.13292,0.94325,0.0
-3.13292,0.97693,0.0
-3.13292,1.01062,0.0
-3.09924,-1.11168,0.0
-3.09924,-1.078,0.0
-3.09924,-1.04431,0.0
-3.09924,-1.01062,0.0
-3.09924,-0.97693,0.0
-3.09924,-0.94325,0.0
-3.09924,-0.90956,0.0
-3.09924,-0.87587,0.0
-3.09924,-0.84218,0.0
-3.09924,-0.8085,0.0
-3.09924,-0.77481,0.0
-3.09924,-0.74112,0.0
-3.09924,-0.70743,0.0
-3.09924,-0.67375,0.0
-3.09924,-0.64006,0.0
-3.09924,-0.60637,0.0
-3.09924,-0.57268,0.0
-3.09924,-0.539,0.0
-3.09924,-0.50531,0.0
-3.09924,-0.47162,0.0
-3.09924,-0.43794,0.0
-3.09924,-0.40425,0.0
-3.09924,-0.37056,0.0
-3.09924,-0.33687,0.0
-3.09924,-0.30319,0.0
-3.09924,-0.2695,0.0
-3.09924,-0.23581,0.0
-3.09924,-0.20212,0.0
-3.09924,-0.16844,0.0
-3.09924,-0.13475,0.0
-3.09924,-0.10106,0.0
-3.09924,-0.06737,0.0
-3.09924,-0.03369,0.0
-3.09924,0,0.0
-3.09924,0.03369,0.0
-3.09924,0.06737,0.0
-3.09924,0.10106,0.0
-3.09924,0.13475,0.0
-3.09924,0.16844,0.0
-3.09924,0.20212,0.0
-3.09924,0.23581,0.0
-3.09924,0.2695,0.0
-3.09924,0.30319,0.0
-3.09924,0.33687,0.0
-3.09924,0.37056,0.0
-3.09924,0.40425,0.0
-3.09924,0.43794,0.0
-3.09924,0.47162,0.0
-3.09924,0.50531,0.0
-3.09924,0.539,0.0
-3.09924,0.57268,0.0
-3.09924,0.60637,0.0
-3.09924,0.64006,0.0
-3.09924,0.67375,0.0
-3.09924,0.70743,0.0
-3.09924,0.74112,0.0
-3.09924,0.77481,0.0
-3.09924,0.8085,0.0
-3.09924,0.84218,0.0
-3.09924,0.87587,0.0
-3.09924,0.90956,0.0
-3.09924,0.94325,0.0
-3.09924,0.97693,0.0
-3.09924,1.01062,0.0
-3.09924,1.04431,0.0
-3.09924,1.078,0.0
-3.09924,1.11168,0.0
-3.06555,-1.21274,0.0
-3.06555,-1.17906,0.0
-3.06555,-1.14537,0.0
-3.06555,-1.11168,0.0
-3.06555,-1.078,0.0
-3.06555,-1.04431,0.0
-3.06555,-1.01062,0.0
-3.06555,-0.97693,0.0
-3.06555,-0.94325,0.0
-3.06555,-0.90956,0.0
-3.06555,-0.87587,0.0
-3.06555,-0.84218,0.0
-3.06555,-0.8085,0.0
-3.06555,-0.77481,0.0
-3.06555,-0.74112,0.0
-3.06555,-0.70743,0.0
-3.06555,-0.67375,0.0
-3.06555,-0.64006,0.0
-3.06555,-0.60637,0.0
-3.06555,-0.57268,0.0
-3.06555,-0.539,0.0
-3.06555,-0.50531,0.0
-3.06555,-0.47162,0.0
-3.06555,-0.43794,0.0
-3.06555,-0.40425,0.0
-3.06555,-0.37056,0.0
-3.06555,-0.33687,0.0
-3.06555,-0.30319,0.0
-3.06555,-0.2695,0.0
-3.06555,-0.23581,0.0
-3.06555,-0.20212,0.0
-3.06555,-0.16844,0.0
-3.06555,-0.13475,0.0
-3.06555,-0.10106,0.0
-3.06555,-0.06737,0.0
-3.06555,-0.03369,0.0
-3.06555,0,0.0
-3.06555,0.03369,0.0
-3.06555,0.06737,0.0
-3.06555,0.10106,0.0
-3.06555,0.13475,0.0
-3.06555,0.16844,0.0
-3.06555,0.20212,0.0
-3.06555,0.23581,0.0
-3.06555,0.2695,0.0
-3.06555,0.30319,0.0
-3.06555,0.33687,0.0
-3.06555,0.37056,0.0
-3.06555,0.40425,0.0
-3.06555,0.43794,0.0
-3.06555,0.47162,0.0
-3.06555,0.50531,0.0
-3.06555,0.539,0.0
-3.06555,0.57268,0.0
-3.06555,0.60637,0.0
-3.06555,0.64006,0.0
-3.06555,0.67375,0.0
-3.06555,0.70743,0.0
-3.06555,0.74112,0.0
-3.06555,0.77481,0.0
-3.06555,0.8085,0.0
-3.06555,0.84218,0.0
-3.06555,0.87587,0.0
-3.06555,0.90956,0.0
-3.06555,0.94325,0.0
-3.06555,0.97693,0.0
-3.06555,1.01062,0.0
-3.06555,1.04431,0.0
-3.06555,1.078,0.0
-3.06555,1.11168,0.0
-3.06555,1.14537,0.0
-3.06555,1.17906,0.0
-3.06555,1.21274,0.0
-3.03186,-1.28012,0.0
-3.03186,-1.24643,0.0
-3.03186,-1.21274,0.0
-3.03186,-1.17906,0.0
-3.03186,-1.14537,0.0
-3.03186,-1.11168,0.0
-3.03186,-1.078,0.0
-3.03186,-1.04431,0.0
-3.03186,-1.01062,0.0
-3.03186,-0.97693,0.0
-3.03186,-0.94325,0.0
-3.03186,-0.90956,0.0
-3.03186,-0.87587,0.0
-3.03186,-0.84218,0.0
-3.03186,-0.8085,0.0
-3.03186,-0.77481,0.0
-3.03186,-0.74112,0.0
-3.03186,-0.70743,0.0
-3.03186,-0.67375,0.0
-3.03186,-0.64006,0.0
-3.03186,-0.60637,0.0
-3.03186,-0.57268,0.0
-3.03186,-0.539,0.0
-3.03186,-0.50531,0.0
-3.03186,-0.47162,0.0
-3.03186,-0.43794,0.0
-3.03186,-0.40425,0.0
-3.03186,-0.37056,0.0
-3.03186,-0.33687,0.0
-3.03186,-0.30319,0.0
-3.03186,-0.2695,0.0
-3.03186,-0.23581,0.0
-3.03186,-0.20212,0.0
-3.03186,-0.16844,0.0
-3.03186,-0.13475,0.0
-3.03186,-0.10106,0.0
-3.03186,-0.06737,0.0
-3.03186,-0.03369,0.0
-3.03186,0,0.0
-3.03186,0.03369,0.0
-3.03186,0.06737,0.0
-3.03186,0.10106,0.0
-3.03186,0.13475,0.0
-3.03186,0.16844,0.0
-3.03186,0.20212,0.0
-3.03186,0.23581,0.0
-3.03186,0.2695,0.0
-3.03186,0.30319,0.0
-3.03186,0.33687,0.0
-3.03186,0.37056,0.0
-3.03186,0.40425,0.0
-3.03186,0.43794,0.0
-3.03186,0.47162,0.0
-3.03186,0.50531,0.0
-3.03186,0.539,0.0
-3.03186,0.57268,0.0
-3.03186,0.60637,0.0
-3.03186,0.64006,0.0
-3.03186,0.67375,0.0
-3.03186,0.70743,0.0
-3.03186,0.74112,0.0
-3.03186,0.77481,0.0
-3.03186,0.8085,0.0
-3.03186,0.84218,0.0
-3.03186,0.87587,0.0
-3.03186,0.90956,0.0
-3.03186,0.94325,0.0
-3.03186,0.97693,0.0
-3.03186,1.01062,0.0
-3.03186,1.04431,0.0
-3.03186,1.078,0.0
-3.03186,1.11168,0.0
-3.03186,1.14537,0.0
-3.03186,1.17906,0.0
-3.03186,1.21274,0.0
-3.03186,1.24643,0.0
-3.03186,1.28012,0.0
-2.99817,-1.34749,0.0
-2.99817,-1.31381,0.0
-2.99817,-1.28012,0.0
-2.99817,-1.24643,0.0
-2.99817,-1.21274,0.0
-2.99817,-1.17906,0.0
-2.99817,-1.14537,0.0
-2.99817,-1.11168,0.0
-2.99817,-1.078,0.0
-2.99817,-1.04431,0.0
-2.99817,-1.01062,0.0
-2.99817,-0.97693,0.0
-2.99817,-0.94325,0.0
-2.99817,-0.90956,0.0
-2.99817,-0.87587,0.0
-2.99817,-0.84218,0.0
-2.99817,-0.8085,0.0
-2.99817,-0.77481,0.0
-2.99817,-0.74112,0.0
-2.99817,-0.70743,0.0
-2.99817,-0.67375,0.0
-2.99817,-0.64006,0.0
-2.99817,-0.60637,0.0
-2.99817,-0.57268,0.0
-2.99817,-0.539,0.0
-2.99817,-0.50531,0.0
-2.99817,-0.47162,0.0
-2.99817,-0.43794,0.0
-2.99817,-0.40425,0.0
-2.99817,-0.37056,0.0
-2.99817,-0.33687,0.0
-2.99817,-0.30319,0.0
-2.99817,-0.2695,0.0
-2.99817,-0.23581,0.0
-2.99817,-0.20212,0.0
-2.99817,-0.16844,0.0
-2.99817,-0.13475,0.0
-2.99817,-0.10106,0.0
-2.99817,-0.06737,0.0
-2.99817,-0.03369,0.0
-2.99817,0,0.0
-2.99817,0.03369,0.0
-2.99817,0.06737,0.0
-2.99817,0.10106,0.0
-2.99817,0.13475,0.0
-2.99817,0.16844,0.0
-2.99817,0.20212,0.0
-2.99817,0.23581,0.0
-2.99817,0.2695,0.0
-2.99817,0.30319,0.0
-2.99817,0.33687,0.0
-2.99817,0.37056,0.0
-2.99817,0.40425,0.0
-2.99817,0.43794,0.0
-2.99817,0.47162,0.0
-2.99817,0.50531,0.0
-2.99817,0.539,0.0
-2.99817,0.57268,0.0
-2.99817,0.60637,0.0
-2.99817,0.64006,0.0
-2.99817,0.67375,0.0
-2.99817,0.70743,0.0
-2.99817,0.74112,0.0
-2.99817,0.77481,0.0
-2.99817,0.8085,0.0
-2.99817,0.84218,0.0
-2.99817,0.87587,0.0
-2.99817,0.90956,0.0
-2.99817,0.94325,0.0
-2.99817,0.97693,0.0
-2.99817,1.01062,0.0
-2.99817,1.04431,0.0
-2.99817,1.078,0.0
-2.99817,1.11168,0.0
-2.99817,1.14537,0.0
-2.99817,1.17906,0.0
-2.99817,1.21274,0.0
-2.99817,1.24643,0.0
-2.99817,1.28012,0.0
-2.99817,1.31381,0.0
-2.99817,1.34749,0.0
-2.96449,-1.44856,0.0
-2.96449,-1.41487,0.0
-2.96449,-1.38118,0.0
-2.96449,-1.34749,0.0
-2.96449,-1.31381,0.0
-2.96449,-1.28012,0.0
-2.96449,-1.24643,0.0
-2.96449,-1.21274,0.0
-2.96449,-1.17906,0.0
-2.96449,-1.14537,0.0
-2.96449,-1.11168,0.0
-2.96449,-1.078,0.0
-2.96449,-1.04431,0.0
-2.96449,-1.01062,0.0
-2.96449,-0.97693,0.0
-2.96449,-0.94325,0.0
-2.96449,-0.90956,0.0
-2.96449,-0.87587,0.0
-2.96449,-0.84218,0.0
-2.96449,-0.8085,0.0
-2.96449,-0.77481,0.0
-2.96449,-0.74112,0.0
-2.96449,-0.70743,0.0
-2.96449,-0.67375,0.0
-2.96449,-0.64006,0.0
-2.96449,-0.60637,0.0
-2.96449,-0.57268,0.0
-2.96449,-0.539,0.0
-2.96449,-0.50531,0.0
-2.96449,-0.47162,0.0
-2.96449,-0.43794,0.0
-2.96449,-0.40425,0.0
-2.96449,-0.37056,0.0
-2.96449,-0.33687,0.0
-2.96449,-0.30319,0.0
-2.96449,-0.2695,0.0
-2.96449,-0.23581,0.0
-2.96449,-0.20212,0.0
-2.96449,-0.16844,0.0
-2.96449,-0.13475,0.0
-2.96449,-0.10106,0.0
-2.96449,-0.06737,0.0
-2.96449,-0.03369,0.0
-2.96449,0,0.0
-2.96449,0.03369,0.0
-2.96449,0.06737,0.0
-2.96449,0.10106,0.0
-2.96449,0.13475,0.0
-2.96449,0.16844,0.0
-2.96449,0.20212,0.0
-2.96449,0.23581,0.0
-2.96449,0.2695,0.0
-2.96449,0.30319,0.0
-2.96449,0.33687,0.0
-2.96449,0.37056,0.0
-2.96449,0.40425,0.0
-2.96449,0.43794,0.0
-2.96449,0.47162,0.0
-2.96449,0.50531,0.0
